Date,merra2
2014-08-01,5.175157097597845
2014-09-01,4.775741073396728
2014-10-01,5.202709066824496
2014-11-01,5.813023199919436
2014-12-01,6.868833264488301
2015-01-01,7.341319925339116
2015-02-01,6.645330397782102
2015-03-01,6.442448180817955
2015-04-01,6.00223481310712
2015-05-01,5.733461090487253
2015-06-01,5.222215111389083
2015-07-01,5.63077467118508
2015-08-01,5.065170787110669
2015-09-01,6.67321659055819
2015-10-01,5.02690889897008
2015-11-01,7.4909663139799285
2015-12-01,6.912018476587793
2016-01-01,7.548645918438257
2016-02-01,8.738896460726147
2016-03-01,6.959174897232077
2016-04-01,5.574674766456308
2016-05-01,5.357280730303701
2016-06-01,4.644263852484375
2016-07-01,4.444904277038962
2016-08-01,4.475302151928849
2016-09-01,4.540020262424447
2016-10-01,5.403978922182379
2016-11-01,6.607343207333144
2016-12-01,5.090210872416779
2017-01-01,6.2825705387646
2017-02-01,6.873905345885534
2017-03-01,6.990306350730278
2017-04-01,5.176878490747919
2017-05-01,5.08163869620253
2017-06-01,5.395131611871988
2017-07-01,5.31855129486602
2017-08-01,4.59695698352806
2017-09-01,5.392851309415279
2017-10-01,6.412481132397027
2017-11-01,6.296487500848893
2017-12-01,7.745251023359357
2018-01-01,8.501497102445914
2018-02-01,6.44913790698493
2018-03-01,6.805235001023488
2018-04-01,6.15075960873664
2018-05-01,4.769329919281265
2018-06-01,4.447702775245238
2018-07-01,3.9156283697407037
2018-08-01,4.623397541740612
2018-09-01,5.053348327536974
2018-10-01,6.205045445922295
2018-11-01,6.283409408124232
2018-12-01,7.454226239270027
2019-01-01,6.790629727566355
2019-02-01,6.529830795432022
2019-03-01,8.679593268883739
2019-04-01,5.8657534291313675
