Date,era5
2016-08-01,4.5628755788474855
2016-09-01,4.504080834785235
2016-10-01,5.790056831451499
2016-11-01,6.88615958199428
2016-12-01,5.808524996251322
2017-01-01,6.403851322561294
2017-02-01,6.783640182909238
2017-03-01,6.937870289041435
2017-04-01,4.716584972836178
2017-05-01,4.867251648812201
2017-06-01,5.073205826809002
2017-07-01,5.1784086931161815
2017-08-01,4.501000218612808
2017-09-01,5.423300473158678
2017-10-01,6.131196457326775
2017-11-01,6.368579206662541
2017-12-01,7.59816235926224
2018-01-01,8.388361497367722
2018-02-01,6.641819453740071
2018-03-01,6.74198847927708
2018-04-01,5.922268029981125
2018-05-01,4.679879667504968
2018-06-01,4.37076386159282
2018-07-01,3.9902140811279536
2018-08-01,4.6076907524122515
2018-09-01,4.791665024643933
2018-10-01,6.068100621798885
2018-11-01,6.8464955456804635
2018-12-01,7.461472436776612
2019-01-01,6.555607968828121
2019-02-01,6.644728569283382
2019-03-01,8.188539019395535
2019-04-01,5.70114361088497
