Iteration,year,energy,wind,slope,intercept,yearly_bias
0,1,11.43755963068463,5.884824603989569,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,2,12.84565484313971,6.17883159764001,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,3,9.522118007031382,5.4905804168534145,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,4,13.723199882554944,6.381343665260072,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,5,11.55098190186574,5.910049498632873,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,6,12.337869204892154,6.088207120844287,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,7,12.315213438395558,6.068602437622109,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,8,11.901190822345423,5.981173629758366,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,9,10.622485285069708,5.7084939719182195,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,10,13.56726692142406,6.346349378588822,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,11,11.818973051635066,5.962838342359324,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,12,14.611743723215007,6.549254844854442,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,13,13.87067732523479,6.396253013096107,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,14,11.613145792438603,5.917665980671624,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
0,15,12.068083845384866,6.01991401630448,0.3911104311961406,-1.3623098214035396,-0.1740031523826548
1,1,11.789746564916987,5.884824603989569,0.3666400166579111,-1.189370939758493,0.1395489359628534
1,2,13.109742174779797,6.17883159764001,0.3666400166579111,-1.189370939758493,0.1395489359628534
1,3,9.994147437949973,5.4905804168534145,0.3666400166579111,-1.189370939758493,0.1395489359628534
1,4,13.932382284084156,6.381343665260072,0.3666400166579111,-1.189370939758493,0.1395489359628534
1,5,11.89607240048225,5.910049498632873,0.3666400166579111,-1.189370939758493,0.1395489359628534
