Iteration,year,energy,wind,slope,intercept,yearly_bias
0,1,11.474046067954712,5.884824603989569,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,2,12.84972400412531,6.17883159764001,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,3,9.60270188868699,5.4905804168534145,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,4,13.707066134146938,6.381343665260072,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,5,11.58485712288484,5.910049498632873,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,6,12.353628645897713,6.088207120844287,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,7,12.331494462199963,6.068602437622109,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,8,11.927003506660995,5.981173629758366,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,9,10.677736426615805,5.7084939719182195,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,10,13.554723073640758,6.346349378588822,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,11,11.846678559791695,5.962838342359324,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,12,14.575153850165165,6.549254844854442,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,13,13.851148339798213,6.396253013096107,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,14,11.645589871587612,5.917665980671624,0.3821062567669683,-1.30632215873846,-0.151732857257036
0,15,12.090054305687485,6.01991401630448,0.3821062567669683,-1.30632215873846,-0.151732857257036
1,1,11.333360151388234,5.884824603989569,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
1,2,12.727562468431895,6.17883159764001,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
1,3,9.436817129128354,5.4905804168534145,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
1,4,13.596449257081435,6.381343665260072,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
1,5,11.44566334785273,5.910049498632873,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
1,6,12.22478686977626,6.088207120844287,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
1,7,12.20235463517695,6.068602437622109,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
1,8,11.792416950921108,5.981173629758366,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
1,9,10.526327692810495,5.7084939719182195,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
1,10,13.44205480009503,6.346349378588822,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
1,11,11.71101037740774,5.962838342359324,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
1,12,14.476226327896986,6.549254844854442,0.3872515612370206,-1.3481583089868017,-0.2842951662348145
2,1,11.493322828297185,5.884824603989569,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,2,12.813368999701654,6.17883159764001,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,3,9.697654922116525,5.4905804168534145,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,4,13.63604061968063,6.381343665260072,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,5,11.599652736601877,5.910049498632873,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,6,12.337335503007806,6.088207120844287,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,7,12.316096415224868,6.068602437622109,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,8,11.927962882522243,5.981173629758366,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,9,10.729215572039255,5.7084939719182195,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,10,13.489858240452385,6.346349378588822,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,11,11.850886238494468,5.962838342359324,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,12,14.469023279243327,6.549254844854442,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,13,13.774296209115256,6.396253013096107,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,14,11.657929481685926,5.917665980671624,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,15,12.084419984391953,6.01991401630448,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,16,12.786028893459852,6.176461160681517,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,17,13.221203096524667,6.271108624367219,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,18,14.625950274759557,6.608179927237295,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,19,14.517610280965622,6.568902102882727,0.3666540605564951,-1.213800508891258,-0.1568526276015394
2,20,13.856838585504034,6.420356403578762,0.3666540605564951,-1.213800508891258,-0.1568526276015394
3,1,11.509512269892356,5.884824603989569,0.4063917627886597,-1.446332734496297,-0.0779237502179501
3,2,12.972624091824096,6.17883159764001,0.4063917627886597,-1.446332734496297,-0.0779237502179501
3,3,9.519231173132653,5.4905804168534145,0.4063917627886597,-1.446332734496297,-0.0779237502179501
3,4,13.884456267723165,6.381343665260072,0.4063917627886597,-1.446332734496297,-0.0779237502179501
3,5,11.627366136852169,5.910049498632873,0.4063917627886597,-1.446332734496297,-0.0779237502179501
3,6,12.444998428619268,6.088207120844287,0.4063917627886597,-1.446332734496297,-0.0779237502179501
3,7,12.421457463844378,6.068602437622109,0.4063917627886597,-1.446332734496297,-0.0779237502179501
3,8,11.991258299233996,5.981173629758366,0.4063917627886597,-1.446332734496297,-0.0779237502179501
3,9,10.66259162115071,5.7084939719182195,0.4063917627886597,-1.446332734496297,-0.0779237502179501
3,10,13.722430747828362,6.346349378588822,0.4063917627886597,-1.446332734496297,-0.0779237502179501
